numero_autorisation,numero_dosage,denomination_medicament,titulaire_autorisation,categorie_medicament,numero_it,code_atc,date_premiere_autorisation,date_autorisation_dosage,duree_validite_amm,categorie_remise_dosage,categorie_remise_medicament,principes_actifs,champ_application_medicament,champ_application_dosage,indications_particulieres,cause_mortalite,annee
67819,1,"Propofol Labatec 10mg/ml, émulsion injectable/pour perfusion",Labatec Pharma SA,Synthetika,01.02.1.,N01AX10,2020-06-04,2020-06-04,unbegrenzt,B,B,propofolum,Anesthésie générale,,,autre,2020
67831,1,"Abrilada 40 mg / 0.8 ml, Injektionslösung im Fertigpen",Pfizer AG,Biotechnologika,07.15.0.,L04AB04,2020-12-02,2020-12-02,unbegrenzt,B,B,adalimumabum,"Rheumatoide Arthritis, polyartikuläre juvenile Arthritis ab 30 kg Körpergewicht, Psoriasis-Arthritis, ankylosierende Spondylitis (Morbus Bechterew), Morbus Crohn bei Erwachsenen, Colitis Ulcerosa, Psoriasis bei Erwachsenen, Kindern und Jugendlichen ab 30 kg Körpergewicht, Hidradenitis suppurativa, Uveitis",,,cancer,2020
67832,1,"Abrilada 40 mg / 0.8 ml, Injektionslösung in einer Fertigspritze",Pfizer AG,Biotechnologika,07.15.0.,L04AB04,2020-12-02,2020-12-02,unbegrenzt,B,B,adalimumabum,"Rheumatoide Arthritis, polyartikuläre juvenile Arthritis ab 30 kg Körpergewicht, Psoriasis-Arthritis, ankylosierende Spondylitis (Morbus Bechterew), Morbus Crohn bei Erwachsenen, Colitis Ulcerosa, Psoriasis bei Erwachsenen, Kindern und Jugendlichen ab 30 kg Körpergewicht, Hidradenitis suppurativa, Uveitis",,,cancer,2020
67835,1,"Dutasterid Tamsulosin Sandoz eco 0.5 mg/ 0.4 mg, Kapseln",Sandoz Pharmaceuticals AG,Synthetika,05.99.0.,G04CA52,2020-11-26,2020-11-26,unbegrenzt,B,B,"dutasteridum, tamsulosini hydrochloridum",Benigne Prostatahyperplasie,,,autre,2020
67838,1,"Solifenacin NOBEL 5 mg, Filmtabletten",NOBEL Pharma Schweiz AG,Synthetika,05.02.0.,G04BD08,2020-05-20,2020-05-20,unbegrenzt,B,B,solifenacinum,Behandlung der instabilen (überaktiven) Blase,,,autre,2020
67838,2,"Solifenacin NOBEL 10 mg, Filmtabletten",NOBEL Pharma Schweiz AG,Synthetika,05.02.0.,G04BD08,2020-05-20,2020-05-20,unbegrenzt,B,B,solifenacinum,Behandlung der instabilen (überaktiven) Blase,,,autre,2020
67843,1,"AJOVY 225 mg, Injektionslösung im Fertigpen",Teva Pharma AG,Biotechnologika,02.05.1.,N02CD03,2020-07-31,2020-08-03,unbegrenzt,B,B,fremanezumabum,Migräneprophylaxe,,,autre,2020
67850,1,"Lenalidomid Zentiva 2.5 mg, Hartkapseln",Helvepharm AG,Synthetika,07.16.4.,L04AX04,2020-10-29,2020-10-29,unbegrenzt,A,A,lenalidomidum,Onkologikum,,,cancer,2020
67850,2,"Lenalidomid Zentiva 5 mg, Hartkapseln",Helvepharm AG,Synthetika,07.16.4.,L04AX04,2020-10-29,2020-10-29,unbegrenzt,A,A,lenalidomidum,Onkologikum,,,cancer,2020
67850,3,"Lenalidomid Zentiva 7.5 mg, Hartkapseln",Helvepharm AG,Synthetika,07.16.4.,L04AX04,2020-10-29,2020-10-29,unbegrenzt,A,A,lenalidomidum,Onkologikum,,,cancer,2020
67850,4,"Lenalidomid Zentiva 10 mg, Hartkapseln",Helvepharm AG,Synthetika,07.16.4.,L04AX04,2020-10-29,2020-10-29,unbegrenzt,A,A,lenalidomidum,Onkologikum,,,cancer,2020
67850,5,"Lenalidomid Zentiva 15 mg, Hartkapseln",Helvepharm AG,Synthetika,07.16.4.,L04AX04,2020-10-29,2020-10-29,unbegrenzt,A,A,lenalidomidum,Onkologikum,,,cancer,2020
67850,6,"Lenalidomid Zentiva 20 mg, Hartkapseln",Helvepharm AG,Synthetika,07.16.4.,L04AX04,2020-10-29,2020-10-29,unbegrenzt,A,A,lenalidomidum,Onkologikum,,,cancer,2020
67850,7,"Lenalidomid Zentiva 25 mg, Hartkapseln",Helvepharm AG,Synthetika,07.16.4.,L04AX04,2020-10-29,2020-10-29,unbegrenzt,A,A,lenalidomidum,Onkologikum,,,cancer,2020
67852,1,"Paliperidon-Mepha i.m. 25 mg, Depot-Injektionssuspension in einer Fertigspritze",Mepha Pharma AG,Synthetika,01.05.0.,N05AX13,2020-10-16,2020-10-16,unbegrenzt,B,B,paliperidonum,Neuroleptikum,,,autre,2020
67852,2,"Paliperidon-Mepha i.m. 50 mg, Depot-Injektionssuspension in einer Fertigspritze",Mepha Pharma AG,Synthetika,01.05.0.,N05AX13,2020-10-16,2020-10-16,unbegrenzt,B,B,paliperidonum,Neuroleptikum,,,autre,2020
67852,3,"Paliperidon-Mepha i.m. 75 mg, Depot-Injektionssuspension in einer Fertigspritze",Mepha Pharma AG,Synthetika,01.05.0.,N05AX13,2020-10-16,2020-10-16,unbegrenzt,B,B,paliperidonum,Neuroleptikum,,,autre,2020
67852,4,"Paliperidon-Mepha i.m. 100 mg, Depot-Injektionssuspension in einer Fertigspritze",Mepha Pharma AG,Synthetika,01.05.0.,N05AX13,2020-10-16,2020-10-16,unbegrenzt,B,B,paliperidonum,Neuroleptikum,,,autre,2020
67852,5,"Paliperidon-Mepha i.m. 150 mg, Depot-Injektionssuspension in einer Fertigspritze",Mepha Pharma AG,Synthetika,01.05.0.,N05AX13,2020-10-16,2020-10-16,unbegrenzt,B,B,paliperidonum,Neuroleptikum,,,autre,2020
67856,1,"Pregabalin Axapharm 25 mg, Hartkapseln",axapharm ag,Synthetika,01.07.1.,N02BF02,2020-12-21,2020-12-21,unbegrenzt,B,B,pregabalinum,"Neuropathische Schmerzen, Epilepsie, Generalisierte Angststörungen",,,autre,2020
67856,2,"Pregabalin Axapharm 50 mg, Hartkapseln",axapharm ag,Synthetika,01.07.1.,N02BF02,2020-12-21,2020-12-21,unbegrenzt,B,B,pregabalinum,"Neuropathische Schmerzen, Epilepsie, Generalisierte Angststörungen",,,autre,2020
67856,3,"Pregabalin Axapharm 75 mg, Hartkapseln",axapharm ag,Synthetika,01.07.1.,N02BF02,2020-12-21,2020-12-21,unbegrenzt,B,B,pregabalinum,"Neuropathische Schmerzen, Epilepsie, Generalisierte Angststörungen",,,autre,2020
67856,4,"Pregabalin Axapharm 100 mg, Hartkapseln",axapharm ag,Synthetika,01.07.1.,N02BF02,2020-12-21,2020-12-21,unbegrenzt,B,B,pregabalinum,"Neuropathische Schmerzen, Epilepsie, Generalisierte Angststörungen",,,autre,2020
67856,5,"Pregabalin Axapharm 150 mg, Hartkapseln",axapharm ag,Synthetika,01.07.1.,N02BF02,2020-12-21,2020-12-21,unbegrenzt,B,B,pregabalinum,"Neuropathische Schmerzen, Epilepsie, Generalisierte Angststörungen",,,autre,2020
67856,6,"Pregabalin Axapharm 200 mg, Hartkapseln",axapharm ag,Synthetika,01.07.1.,N02BF02,2020-12-21,2020-12-21,unbegrenzt,B,B,pregabalinum,"Neuropathische Schmerzen, Epilepsie, Generalisierte Angststörungen",,,autre,2020
67856,7,"Pregabalin Axapharm 300 mg, Hartkapseln",axapharm ag,Synthetika,01.07.1.,N02BF02,2020-12-21,2020-12-21,unbegrenzt,B,B,pregabalinum,"Neuropathische Schmerzen, Epilepsie, Generalisierte Angststörungen",,,autre,2020
67907,1,Sanactiv Bronchialpastillen,Tentan AG,Synthetika,03.02.0.,R05FB02,2020-05-18,2020-05-18,unbegrenzt,E,E,"anisi aetheroleum, eucalypti aetheroleum, levomentholum, polygalae radicis extractum ethanolicum siccum (Polygala senega L., radix), glycerolum, liquiritiae succus",Bei Erkältungshusten,,,appareil_respiratoire,2020
67932,1,"Psotriol, Salbe",Dermapharm AG,Synthetika,10.03.0.,D05AX52,2020-11-05,2020-11-05,unbegrenzt,B,B,"calcipotriolum, betamethasonum",Psoriasis,,,autre,2020
67939,1,"Ibuprofen Viatris retard, Filmtabletten",Viatris Pharma GmbH,Synthetika,07.10.1.,M01AE01,2020-06-12,2020-06-12,unbegrenzt,B,B,ibuprofenum,"Antirheumatikum, Antiphlogistikum",,,autre,2020
67940,1,"Ibuprofen Viatris 200 mg, Filmtabletten",Viatris Pharma GmbH,Synthetika,07.10.1.,M01AE01,2020-06-12,2020-06-12,unbegrenzt,B,B,ibuprofenum,"Antirheumatikum, Antiphlogistikum",,,autre,2020
67940,2,"Ibuprofen Viatris 400 mg, Filmtabletten",Viatris Pharma GmbH,Synthetika,07.10.1.,M01AE01,2020-06-12,2020-06-12,unbegrenzt,B,B,ibuprofenum,"Antirheumatikum, Antiphlogistikum",,,autre,2020
67940,3,"Ibuprofen Viatris 600 mg, Filmtabletten",Viatris Pharma GmbH,Synthetika,07.10.1.,M01AE01,2020-06-12,2020-06-12,unbegrenzt,B,B,ibuprofenum,"Antirheumatikum, Antiphlogistikum",,,autre,2020
67941,1,"Buvidal 8 mg, Depot-Injektionslösung",Future Health Pharma GmbH,Synthetika,01.01.3.,N07BC01,2020-12-17,2020-12-17,unbegrenzt,A+,A+,buprenorphinum,Substitutionsbehandlung bei Opioidabhängigkeit,,,autre,2020
67941,2,"Buvidal 16 mg, Depot-Injektionslösung",Future Health Pharma GmbH,Synthetika,01.01.3.,N07BC01,2020-12-17,2020-12-17,unbegrenzt,A+,A+,buprenorphinum,Substitutionsbehandlung bei Opioidabhängigkeit,,,autre,2020
67941,3,"Buvidal 24 mg, Depot-Injektionslösung",Future Health Pharma GmbH,Synthetika,01.01.3.,N07BC01,2020-12-17,2020-12-17,unbegrenzt,A+,A+,buprenorphinum,Substitutionsbehandlung bei Opioidabhängigkeit,,,autre,2020
67941,4,"Buvidal 32 mg, Depot-Injektionslösung",Future Health Pharma GmbH,Synthetika,01.01.3.,N07BC01,2020-12-17,2020-12-17,unbegrenzt,A+,A+,buprenorphinum,Substitutionsbehandlung bei Opioidabhängigkeit,,,autre,2020
67941,5,"Buvidal 64 mg, Depot-Injektionslösung",Future Health Pharma GmbH,Synthetika,01.01.3.,N07BC01,2020-12-17,2020-12-17,unbegrenzt,A+,A+,buprenorphinum,Substitutionsbehandlung bei Opioidabhängigkeit,,,autre,2020
67941,6,"Buvidal 96 mg, Depot-Injektionslösung",Future Health Pharma GmbH,Synthetika,01.01.3.,N07BC01,2020-12-17,2020-12-17,unbegrenzt,A+,A+,buprenorphinum,Substitutionsbehandlung bei Opioidabhängigkeit,,,autre,2020
67941,7,"Buvidal 128 mg, Depot-Injektionslösung",Future Health Pharma GmbH,Synthetika,01.01.3.,N07BC01,2020-12-17,2020-12-17,unbegrenzt,A+,A+,buprenorphinum,Substitutionsbehandlung bei Opioidabhängigkeit,,,autre,2020
67942,1,"Ibuprofen Viatris, Brausegranulat",Viatris Pharma GmbH,Synthetika,07.10.1.,M01AE01,2020-06-12,2020-06-12,unbegrenzt,B,B,ibuprofenum,"Antirheumatikum, Antiphlogistikum",,,autre,2020
67951,1,"Xylo-Mepha Dexpanthenol, Nasenspray",Mepha Pharma AG,Synthetika,12.02.2.,R01AB06,2020-06-25,2020-06-25,unbegrenzt,D,D,"xylometazolini hydrochloridum, dexpanthenolum",Schnupfen,,,appareil_respiratoire,2020
67959,1,"Dutasterid Tamsulosin Zentiva 0.5 mg/ 0.4 mg, Kapseln",Helvepharm AG,Synthetika,05.99.0.,G04CA52,2020-10-12,2020-10-12,unbegrenzt,B,B,"dutasteridum, tamsulosinum",Benigne Prostatahyperplasie,,,autre,2020
67960,1,"Eotriz 4 mg/5 ml, Infusionskonzentrat",SciClone Pharmaceuticals Switzerland GmbH,Synthetika,07.99.0.,M05BA08,2020-06-17,2020-06-17,unbegrenzt,B,B,acidum zoledronicum,"Knochenmetastasen solider Tumoren und multiples Myelom, maligne Hyperkalzämie",,,autre,2020
67968,1,"Tadalafil PAH OrPha 20 mg, Filmtabletten",OrPha Swiss GmbH,Synthetika,02.07.1.,G04BE08,2020-07-23,2020-07-23,unbegrenzt,B,B,tadalafilum,Pulmonale arterielle Hypertonie,,,autre,2020
67971,1,"Torasemid Mylan 2,5 mg, Tabletten",Mylan Pharma GmbH,Synthetika,05.01.0.,C03CA04,2020-06-24,2020-06-24,unbegrenzt,B,B,torasemidum,Diureticum,,,appareil_circulatoire,2020
67971,2,"Torasemid Mylan 5 mg, Tabletten",Mylan Pharma GmbH,Synthetika,05.01.0.,C03CA04,2020-06-24,2020-06-24,unbegrenzt,B,B,torasemidum,Diureticum,,,appareil_circulatoire,2020
67971,3,"Torasemid Mylan 10 mg, Tabletten",Mylan Pharma GmbH,Synthetika,05.01.0.,C03CA04,2020-06-24,2020-06-24,unbegrenzt,B,B,torasemidum,Diureticum,,,appareil_circulatoire,2020
67971,4,"Torasemid Mylan 200 mg, Tabletten",Mylan Pharma GmbH,Synthetika,05.01.0.,C03CA04,2020-06-24,2020-06-24,unbegrenzt,B,B,torasemidum,Diureticum,,,appareil_circulatoire,2020
67972,1,"Sanactiv Arnika Ringelblumen Gel, Gel",Tentan AG,Phytoarzneimittel,07.10.4.,M02AX10,2020-09-03,2020-09-03,unbegrenzt,E,E,"arnicae tinctura, calendulae floris extractum liquidum",Zum Einreiben bei stumpfen Verletzungen,,,autre,2020
67973,1,"Xylo Dexpanthenol Spirig HC, Dosierspray",Spirig HealthCare AG,Synthetika,12.02.2.,R01AB06,2020-07-08,2020-07-08,unbegrenzt,D,D,"xylometazolini hydrochloridum, dexpanthenolum",Schnupfen,,,appareil_respiratoire,2020
67981,1,"Dexlansoprazole-Acino 30 mg, Kapseln mit veränderter Wirkstofffreisetzung",Acino Pharma AG,Synthetika,04.99.0.,A02BC06,2020-09-16,2020-09-16,unbegrenzt,B,B,dexlansoprazolum,Protonenpumpenhemmer,,,autre,2020
67981,2,"Dexlansoprazole-Acino 60 mg, Kapseln mit veränderter Wirkstofffreisetzung",Acino Pharma AG,Synthetika,04.99.0.,A02BC06,2020-09-16,2020-09-16,unbegrenzt,B,B,dexlansoprazolum,Protonenpumpenhemmer,,,autre,2020
67982,1,"Pantoprazole-Acino 20 mg, magensaftresistente Tabletten",Acino Pharma AG,Synthetika,04.99.0.,A02BC02,2020-09-16,2020-09-16,unbegrenzt,B,B,pantoprazolum,Protonenpumpenhemmer,,,autre,2020
67982,2,"Pantoprazole-Acino 40 mg, magensaftresistente Tabletten",Acino Pharma AG,Synthetika,04.99.0.,A02BC02,2020-09-16,2020-09-16,unbegrenzt,B,B,pantoprazolum,Protonenpumpenhemmer,,,autre,2020
67985,1,"Pantoprazole-Acino i.v., Lyophilisat",Acino Pharma AG,Synthetika,04.99.0.,A02BC02,2020-09-16,2020-09-16,unbegrenzt,B,B,pantoprazolum,Protonenpumpenhemmer,,,autre,2020
68026,1,"Veklury, Pulver für Konzentrat zur Herstellung einer Infusionslösung",Gilead Sciences Switzerland Sàrl,Synthetika,08.03.0.,J05AB16,2020-11-25,2020-11-25,2027-12-31,A,A,remdesivirum,Corona virus disease 2019 (COVID-19),,Black Triangle,maladie_infectieuses,2020
68071,1,"Amavita Xylo Plus, Nasenspray",Amavita Health Care AG,Synthetika,12.02.2.,R01AB06,2020-09-23,2020-09-23,unbegrenzt,D,D,"xylometazolini hydrochloridum, dexpanthenolum",Schnupfen,,,appareil_respiratoire,2020
68076,1,"Sun Store Xylo Plus, Nasenspray",Sun Store Health Care AG,Synthetika,12.02.2.,R01AB06,2020-09-23,2020-09-23,unbegrenzt,D,D,"xylometazolini hydrochloridum, dexpanthenolum",Schnupfen,,,appareil_respiratoire,2020
68077,1,"Coop Vitality Xylo Plus, Nasenspray",Coop Vitality Health Care GmbH,Synthetika,12.02.2.,R01AB06,2020-09-23,2020-09-23,unbegrenzt,D,D,"xylometazolini hydrochloridum, dexpanthenolum",Schnupfen,,,appareil_respiratoire,2020
68087,5,"Influvac Tetra 0.5 ml, Injektionssuspension",Viatris Pharma GmbH,Impfstoffe,08.08.,J07BB02,2020-10-28,2025-07-18,unbegrenzt,B,B,"haemagglutininum influenzae A (H1N1) (Virus-Stamm A/Victoria/4897/2022 (H1N1)-pdm09: reassortant virus IVR-238 derived from A/Victoria/4897/2022), haemagglutininum influenzae A (H3N2) (Virus-Stamm A/Croatia/10136RV/2023 (H3N2)-like: reassortant virus X-425A derived from A/Croatia/10136RV/2023), haemagglutininum influenzae B (Virus-Stamm B/Austria/1359417/2021 -like: reassortant virus BVR-26 derived from B/Austria/1359417/2021 (Victoria lineage))","aktive Immunisierung gegen Influenza, ab 6 Monaten",,,maladie_infectieuses,2020
68116,1,"Pelgraz 6 mg/0.6 ml, Injektionslösung in Fertiginjektor",Accord Healthcare AG,Biotechnologika,06.07.3.,L03AA13,2020-08-12,2020-08-12,unbegrenzt,A,A,pegfilgrastimum,Neutropenie,,,cancer,2020
68138,1,"Alfuzosin-Mepha retard, Retardtabletten",Mepha Pharma AG,Synthetika,05.99.0.,G04CA01,2020-10-15,2020-10-15,unbegrenzt,B,B,alfuzosini hydrochloridum,Benigne Prostatahyperplasie,,,autre,2020
68176,1,"Fingolimod Sandoz 0.5 mg, Kapseln",Sandoz Pharmaceuticals AG,Synthetika,01.99.0.,L04AE01,2020-11-26,2020-11-26,unbegrenzt,B,B,fingolimodum,Multiple Sklerose,,,cancer,2020
68176,2,"Fingolimod Sandoz 0.25 mg, Kapseln",Sandoz Pharmaceuticals AG,Synthetika,01.99.0.,L04AE01,2020-11-26,2020-11-26,unbegrenzt,B,B,fingolimodum,Multiple Sklerose,,,cancer,2020
68178,1,"TAKHZYRO 300 mg, Injektionslösung in einer Fertigspritze",Takeda Pharma AG,Biotechnologika,02.99.0.,B06AC05,2020-11-05,2020-11-05,unbegrenzt,B,B,lanadelumabum,Langzeitprophylaxe von Attacken des hereditären Angioödems,,,autre,2020
68178,2,"TAKHZYRO 150 mg, Injektionslösung in einer Fertigspritze",Takeda Pharma AG,Biotechnologika,02.99.0.,B06AC05,2020-11-05,2024-04-11,unbegrenzt,B,B,lanadelumabum,Langzeitprophylaxe von Attacken des hereditären Angioödems,,,autre,2020
68193,1,"Menstro, comprimés pelliculés",Labatec Pharma SA,Phytoarzneimittel,09.99.0.,G02CX03,2020-11-06,2020-11-06,unbegrenzt,D,D,"agni casti fructus extractum siccum (Vitex agnus-castus L., fructus)",Troubles prémenstruels,,,autre,2020
68242,1,"Simvastatin Spirig HC 20, Filmtabletten",Spirig HealthCare AG,Synthetika,07.12.0.,C10AA01,2020-12-21,2020-12-21,unbegrenzt,B,B,simvastatinum,Reduktion der Serumcholesterinkonzentration,,,appareil_circulatoire,2020
68242,2,"Simvastatin Spirig HC 40, Filmtabletten",Spirig HealthCare AG,Synthetika,07.12.0.,C10AA01,2020-12-21,2020-12-21,unbegrenzt,B,B,simvastatinum,Reduktion der Serumcholesterinkonzentration,,,appareil_circulatoire,2020
68242,3,"Simvastatin Spirig HC 60, Filmtabletten",Spirig HealthCare AG,Synthetika,07.12.0.,C10AA01,2020-12-21,2020-12-21,unbegrenzt,B,B,simvastatinum,Reduktion der Serumcholesterinkonzentration,,,appareil_circulatoire,2020
68242,4,"Simvastatin Spirig HC 80, Filmtabletten",Spirig HealthCare AG,Synthetika,07.12.0.,C10AA01,2020-12-21,2020-12-21,unbegrenzt,B,B,simvastatinum,Reduktion der Serumcholesterinkonzentration,,,appareil_circulatoire,2020
